obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
19,9,"[ 0.42969724 -1.46138141  1.66885579 -0.44229779  0.97044053  0.03597738
  1.92944576  0.          0.          0.05592456  1.42393301  0.6209002
  0.05592456  1.63089769  0.64737875  1.23123434  0.83775804]","[[ 0.7063201  -0.01721223 -0.70768331 -0.78154111]
 [ 0.70731261  0.0576194   0.7045487  -0.62242568]
 [ 0.02864944 -0.99819023  0.05287217  0.358854  ]
 [ 0.          0.          0.          1.        ]]","[[-0.72585839 -0.21900783 -0.65204691 -0.71109098]
 [ 0.65956895  0.04738875 -0.75014873 -0.48876798]
 [ 0.19518813 -0.97457164  0.11005324  0.29223941]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_med', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,9,"[  7.46719934e-01  -1.65642775e+00   1.07991226e+00   1.01719970e+00
  -5.95089660e-01  -9.71942879e-01  -1.01368081e+00   2.22044605e-16
   2.22044605e-16   1.06063814e-02   1.75732839e+00   8.37758041e-01
   1.06063814e-02   1.69351479e+00   8.37758041e-01   1.61948488e+00
   8.37758041e-01]","[[ 0.99712844  0.06392712  0.04059792 -0.90663409]
 [ 0.05991842 -0.33816077 -0.93917894 -0.32072091]
 [-0.04631038  0.93891459 -0.34102014  0.08846366]
 [ 0.          0.          0.          1.        ]]","[[ 0.23779065  0.48743113 -0.84015861 -0.76974483]
 [ 0.47711825 -0.8120402  -0.3360787  -0.35360511]
 [-0.84605779 -0.32093864 -0.42565786  0.22653879]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,9,"[  2.24582092e-01  -1.95727804e+00   2.44412478e+00  -1.72998944e-01
  -3.99467574e-01  -8.78006323e-01  -4.91428674e-01   2.22044605e-16
   2.22044605e-16   3.49747620e-02   2.00347095e+00   8.37758041e-01
   3.49747620e-02   1.64626818e+00   8.37758041e-01   1.77546004e+00
   8.37758041e-01]","[[ 0.07456117 -0.85318099 -0.51625849 -0.78856206]
 [ 0.19989376  0.51997925 -0.83046015 -0.35231334]
 [ 0.97697652 -0.04127677  0.20931582 -0.11998703]
 [ 0.          0.          0.          1.        ]]","[[ 0.8918464   0.06069104 -0.44824837 -0.79045528]
 [-0.45088145  0.19874603 -0.87017581 -0.26021483]
 [ 0.03627571  0.97817003  0.2046154  -0.08132242]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_dist']",extreme0
19,9,"[  1.74800763e-01  -1.95366707e+00   2.44854916e+00  -1.38228713e-01
   6.63407155e-02  -1.02468335e+00  -1.41120068e+00   4.44089210e-16
   4.44089210e-16   4.35650544e-02   1.79365306e+00   8.37758041e-01
   4.35650544e-02   1.94358434e+00   8.37758041e-01   1.82470083e+00
   8.37758041e-01]","[[ 0.8226813  -0.48450988 -0.29739814 -0.79906464]
 [ 0.23855631  0.76905182 -0.593001   -0.39336634]
 [ 0.51602943  0.41690463  0.74826744 -0.12473506]
 [ 0.          0.          0.          1.        ]]","[[ 0.48084606  0.6900357  -0.54096007 -0.80765376]
 [-0.76322893  0.02571313 -0.64561632 -0.20217851]
 [-0.43158854  0.72331844  0.53901927 -0.06662883]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
19,11,"[  6.52343592e-01  -1.49404299e+00   1.83638906e+00   1.12986207e+00
  -1.21603559e+00  -1.28016232e-01  -2.13133941e+00   2.22044605e-16
   2.22044605e-16   2.19411846e+00   9.67236246e-01   3.50874584e-01
   2.19411846e+00   2.60776734e-03   6.83337308e-03   8.75596234e-01
   3.12743912e-01]","[[ 0.92198081 -0.35243077  0.16044918 -0.92941189]
 [-0.21390886 -0.80891542 -0.5476302  -0.06568289]
 [ 0.32279155  0.47058303 -0.82119256  0.02557084]
 [ 0.          0.          0.          1.        ]]","[[ 0.36930229  0.2882191  -0.8834849  -0.80126005]
 [ 0.92930743 -0.11261694  0.3517174  -0.18973164]
 [ 0.0018763  -0.95091912 -0.30943384  0.14479107]
 [ 0.          0.          0.          1.        ]]",13,"['finger_1_med', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,9,"[  2.28234427e-01  -1.61678860e+00   2.65508078e+00   5.09537285e-01
  -1.04294879e+00  -1.46265859e+00   2.56235411e+00   2.22044605e-16
   2.22044605e-16   2.47304000e+00   1.72330470e+00   8.37758041e-01
   2.47304000e+00   1.70084722e+00   8.37758041e-01   1.73935014e+00
   8.37758041e-01]","[[ 0.04999521 -0.99859401  0.01762075 -0.73359233]
 [ 0.28207102 -0.0028069  -0.95938942 -0.25488618]
 [ 0.95808998  0.05293518  0.2815341  -0.06222324]
 [ 0.          0.          0.          1.        ]]","[[-0.98989107 -0.08420669 -0.11412673 -0.8282713 ]
 [ 0.10678784  0.08704871 -0.99046397 -0.17724747]
 [ 0.09333828 -0.99263878 -0.07717649  0.00876878]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,11,"[  7.56581239e-01  -1.90498694e+00   1.41611910e+00   1.36711777e+00
  -1.29352535e+00  -2.02659421e-01  -2.85178639e+00   0.00000000e+00
   0.00000000e+00   1.34990309e-02   2.16168573e+00   8.37758041e-01
   1.34990309e-02   1.65669925e-03   7.37537963e-03   2.02328998e+00
   8.37758041e-01]","[[ 0.88221625  0.01704318  0.47053588 -0.87708527]
 [ 0.4649979   0.12545895 -0.87637721 -0.12344567]
 [-0.07396919  0.99195241  0.10275688 -0.16403526]
 [ 0.          0.          0.          1.        ]]","[[ 0.01186877  0.56363669 -0.82593754 -0.73507203]
 [ 0.23932062  0.80038814  0.54964031 -0.16615155]
 [ 0.97086805 -0.20418743 -0.12539026  0.01169828]
 [ 0.          0.          0.          1.        ]]",9,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_3_med', 'finger_3_dist']",optimal0
19,11,"[  6.52380115e-01  -1.49412444e+00   1.83652590e+00   1.13139605e+00
  -1.26490158e+00  -8.46852280e-02  -2.15558720e+00   2.22044605e-16
   2.22044605e-16   3.14159265e+00   2.13453427e+00   8.37758041e-01
   3.14159265e+00   2.03507095e+00   8.37758041e-01   1.95340181e+00
   8.37758041e-01]","[[ 0.64550412 -0.4030746   0.64873361 -0.91417402]
 [-0.51232055 -0.85846946 -0.02361865 -0.0918752 ]
 [ 0.56643807 -0.31711362 -0.76064897  0.14261001]
 [ 0.          0.          0.          1.        ]]","[[ 0.3742707   0.28604094 -0.88210092 -0.80101277]
 [ 0.92387293 -0.03308172  0.38126685 -0.18756592]
 [ 0.07987651 -0.95764617 -0.276647    0.14656298]
 [ 0.          0.          0.          1.        ]]",12,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
19,11,"[ 0.65241664 -1.49352714  1.83771181  1.0401242  -1.43814652  0.22029229
 -1.99551071  0.          0.          3.13528142  1.91545113  0.83775804
  3.13528142  2.32033002  0.78349807  1.92008375  0.83775804]","[[ 0.52994922  0.37677027  0.75973547 -0.99030066]
 [ 0.25359416  0.78447948 -0.56593457 -0.27050495]
 [-0.80922421  0.49258106  0.32018755  0.11842701]
 [ 0.          0.          0.          1.        ]]","[[ 0.41694131  0.02145878 -0.90868007 -0.81037686]
 [ 0.90412531  0.09290123  0.41704529 -0.21140611]
 [ 0.09336678 -0.99544406  0.01933294  0.17044659]
 [ 0.          0.          0.          1.        ]]",12,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",optimal0
19,9,"[  3.91384241e-01  -1.75191466e+00   2.05231678e+00  -3.38413206e-01
   1.21769609e+00  -9.47905242e-01   6.82123138e-01   2.22044605e-16
   2.22044605e-16   9.44055605e-02   1.29053804e+00   8.37758041e-01
   9.44055605e-02   1.15530229e+00   8.37758041e-01   1.30185882e+00
   8.37758041e-01]","[[ 0.50913808  0.7890743   0.34371522 -0.95367956]
 [ 0.62411035 -0.06347814 -0.77875336 -0.42355615]
 [-0.59267586  0.61100922 -0.52478858  0.17186816]
 [ 0.          0.          0.          1.        ]]","[[ 0.03927835 -0.83881658 -0.54299536 -0.75107032]
 [ 0.93237512  0.2261947  -0.28197977 -0.40646725]
 [ 0.35935198 -0.49519967  0.79097626  0.13031331]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
19,11,"[ 0.65343929 -1.46499238  1.78785778  1.13011773 -1.2132681  -0.14912824
 -1.98574995  0.          0.          3.14159265  1.7535548   0.59224953
  3.14159265  2.22911952  0.74986299  2.00475949  0.83775804]","[[ 0.88161254 -0.45596977  0.12186426 -0.87799227]
 [-0.47017221 -0.87100587  0.14243197 -0.05611341]
 [ 0.04119982 -0.182867   -0.98227401  0.2115494 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.39581798  0.19713182 -0.89692094 -0.80301114]
 [ 0.90704688 -0.23654994  0.34829597 -0.18726475]
 [-0.14350638 -0.95141115 -0.27243853  0.18191436]
 [ 0.          0.          0.          1.        ]]",14,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,9,"[  2.27503960e-01  -1.61377494e+00   2.65467027e+00   5.36893276e-01
  -8.55708252e-01  -1.55169273e+00   2.66735936e+00   2.22044605e-16
   2.22044605e-16   2.93305892e+00   1.72830547e+00   8.37758041e-01
   2.93305892e+00   1.69799401e+00   8.37758041e-01   1.74413616e+00
   8.37758041e-01]","[[-0.02625708 -0.99964372 -0.00479511 -0.73081595]
 [ 0.28207104 -0.00280698 -0.95938942 -0.25488445]
 [ 0.95903415 -0.02654333  0.28204424 -0.02588291]
 [ 0.          0.          0.          1.        ]]","[[-0.98993942  0.02572714 -0.13913324 -0.82795036]
 [ 0.13488005 -0.12549386 -0.98288283 -0.1719848 ]
 [-0.04274713 -0.99176076  0.12076124  0.01647724]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
19,9,"[  6.35761990e-01  -1.36638321e+00   8.01815238e-01   7.03159749e-01
  -4.38244078e+00   1.27699947e+00   1.79125392e+00   0.00000000e+00
   0.00000000e+00   1.69176167e-02   4.20310736e-03   1.80334781e-02
   1.69176167e-02   3.71223351e-03   1.60699827e-02   2.03439600e+00
   8.37758041e-01]","[[ 0.98356873  0.14117965  0.11252049 -0.87262565]
 [-0.14058573  0.98998003 -0.01323585 -0.37150961]
 [-0.11326168 -0.00280041  0.99356125  0.35129043]
 [ 0.          0.          0.          1.        ]]","[[ 0.21300507  0.56547131 -0.79678795 -0.7484422 ]
 [ 0.97627934 -0.1555867   0.15057034 -0.32523009]
 [-0.03882639 -0.80995986 -0.58519872  0.45425408]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_2_prox', 'finger_3_med', 'finger_3_dist']",optimal0
19,9,"[  2.09059667e-01  -1.68588561e+00   2.55897607e+00  -7.82585865e-01
  -1.64135944e+00  -1.52259454e+00   8.99531266e-01   2.22044605e-16
   2.22044605e-16   1.92843299e-02   1.89538666e+00   8.37758041e-01
   1.92843299e-02   1.97840570e+00   8.37758041e-01   1.82322821e+00
   8.37758041e-01]","[[-0.0601342  -0.99771811 -0.03069939 -0.6054002 ]
 [ 0.26699755  0.01355724 -0.96360184 -0.36634639]
 [ 0.96181921 -0.06614209  0.26557304  0.13516697]
 [ 0.          0.          0.          1.        ]]","[[ 0.98417568 -0.09028103  0.15247155 -0.69715641]
 [ 0.07186479 -0.58315945 -0.80917273 -0.31001585]
 [ 0.16196817  0.80732546 -0.56744332  0.23261848]
 [ 0.          0.          0.          1.        ]]",7,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_dist']",optimal0
19,11,"[  3.86563159e-01  -1.32269869e+00   2.49625942e+00   1.14520188e+00
  -1.92253654e+00  -7.05789305e-01  -2.22535096e+00  -2.22044605e-16
  -2.22044605e-16   1.54809341e+00   1.62878080e+00   8.37758041e-01
   1.54809341e+00   1.79963558e+00   8.37758041e-01   6.71576789e-02
   5.08647576e-02]","[[ 0.1044212  -0.92038192 -0.37682002 -0.64364791]
 [-0.98500399 -0.04338529 -0.16698757 -0.09365537]
 [ 0.1373439   0.38860627 -0.91111021 -0.07085983]
 [ 0.          0.          0.          1.        ]]","[[-0.02993061  0.94690695 -0.32011153 -0.78342879]
 [ 0.98920321 -0.01790416 -0.14545254 -0.12520497]
 [-0.14346135 -0.32100884 -0.93614751  0.073301  ]
 [ 0.          0.          0.          1.        ]]",11,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
19,11,"[ 0.38232645 -1.08136143  2.48380731  1.16275744 -2.245226   -0.82811241
 -2.81572294  0.          0.          1.16021541  1.68829926  0.83775804
  1.16021541  1.70032566  0.83775804  1.303086    0.83775804]","[[ 0.83731431  0.36718989  0.40506337 -0.91431272]
 [ 0.48231217 -0.14722265 -0.8635395  -0.09456873]
 [-0.25744847  0.91842097 -0.30037179  0.01723397]
 [ 0.          0.          0.          1.        ]]","[[-0.69264371  0.64737773 -0.3180358  -0.77418781]
 [ 0.70168504  0.70686569 -0.08932524 -0.10965817]
 [ 0.16698142 -0.28503153 -0.94386134  0.25203391]
 [ 0.          0.          0.          1.        ]]",10,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
9,12,"[ 0.60847905 -1.87104931  1.09637823  1.24329143 -0.26868385 -1.00625977
  0.53077996  0.          0.          0.63138649  1.94717385  0.83775804
  0.63138649  2.00976027  0.694022    1.71508256  0.67215152]","[[ 0.93147296 -0.27053162  0.24325041 -0.93050754]
 [ 0.24745061 -0.01902353 -0.96871374 -0.11810184]
 [ 0.26669517  0.96252312  0.04922331  0.03587257]
 [ 0.          0.          0.          1.        ]]","[[ 0.31304456 -0.30027481 -0.90102061 -0.78902879]
 [-0.93536371 -0.26191085 -0.23769189 -0.18523397]
 [-0.16461418  0.91719014 -0.36285593  0.09769235]
 [ 0.          0.          0.          1.        ]]",9,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_dist']",extreme2
9,10,"[  1.14865942e-01  -1.50856829e+00   2.10271816e-01   1.14111126e-01
   4.52919688e-01  -9.84436124e-01  -2.23696113e+00   2.22044605e-16
   2.22044605e-16   6.47778173e-02   1.46341767e-02   4.05236818e-02
   6.47778173e-02   1.58917342e+00   8.37758041e-01   1.12419316e+00
   8.37758041e-01]","[[-0.52133966  0.39711392 -0.75531814 -0.92521584]
 [ 0.84744043  0.13694967 -0.51292252 -0.18920164]
 [-0.10024811 -0.90749398 -0.40792768  0.1838973 ]
 [ 0.          0.          0.          1.        ]]","[[-0.61741876  0.49801891 -0.60890988 -0.88118733]
 [ 0.77669941  0.26331409 -0.57219203 -0.12454366]
 [-0.1246279  -0.82622204 -0.54938605  0.23972156]
 [ 0.          0.          0.          1.        ]]",3,"['finger_2_dist', 'finger_3_dist']",optimal0
9,12,"[  6.08588616e-01  -1.87175521e+00   1.09564843e+00   1.14588365e+00
  -1.34594953e+00  -1.05876303e+00   3.51387428e-02   2.22044605e-16
   2.22044605e-16   1.49891837e-02   2.08514008e+00   6.95316676e-01
   1.49891837e-02   2.28198050e+00   7.61617371e-01   2.17886631e+00
   7.27090531e-01]","[[ 0.49493074  0.57174074  0.65433638 -0.89188987]
 [ 0.83784408 -0.51362928 -0.18493853 -0.13260017]
 [ 0.23034943  0.63976362 -0.73324051  0.02749836]
 [ 0.          0.          0.          1.        ]]","[[ 0.68625116 -0.46121728 -0.5624393  -0.77949782]
 [-0.18437537 -0.85830436  0.47887299 -0.16602428]
 [-0.7036086  -0.2249272  -0.67404947  0.06467538]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_1_med', 'finger_2_med', 'finger_2_dist', 'finger_3_med']",optimal0
9,10,"[  1.14427662e-01  -1.50859544e+00   2.10408652e-01   8.68403568e-02
   1.41537403e-02  -1.30459531e+00  -1.51939102e+00   2.22044605e-16
   2.22044605e-16   8.20460581e-02   1.49102933e-02   3.90858305e-02
   8.20460581e-02   7.79845153e-01   8.37758041e-01   5.53245511e-01
   8.37758041e-01]","[[ 0.10450631  0.27992255  0.95431745 -1.00512552]
 [ 0.98358592  0.11283488 -0.14080845 -0.13954836]
 [-0.14709576  0.95336858 -0.26353592  0.09641753]
 [ 0.          0.          0.          1.        ]]","[[-0.07893062  0.92349336 -0.3754064  -0.86712451]
 [ 0.96702956 -0.02053401 -0.25383494 -0.10679393]
 [-0.24212348 -0.38306444 -0.89142462  0.21108536]
 [ 0.          0.          0.          1.        ]]",2,"['finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
9,10,"[  1.86013432e-01  -1.46303757e+00   1.49835773e-01  -4.36076650e-01
  -4.22872642e-01  -5.53023795e-01  -8.94291278e-01   2.22044605e-16
   2.22044605e-16   1.63732726e+00   2.14619252e+00   8.37758041e-01
   1.63732726e+00   3.07624507e-01   1.45812032e-01   1.76100994e-02
   4.91814694e-02]","[[ 0.03248029 -0.72693763 -0.68593492 -0.79631793]
 [ 0.97463592 -0.12900825  0.18287072 -0.22117585]
 [-0.22142687 -0.6744765   0.7043093  -0.03632465]
 [ 0.          0.          0.          1.        ]]","[[ 0.17410652  0.73101447 -0.6597763  -0.83349721]
 [ 0.96646304 -0.25529422 -0.02782194 -0.16968251]
 [-0.18877532 -0.63280543 -0.75094685  0.10686774]
 [ 0.          0.          0.          1.        ]]",6,"['palm contact', 'finger_1_dist', 'finger_3_med', 'finger_3_dist']",optimal0
9,12,"[  6.08479046e-01  -1.87099501e+00   1.09637823e+00   1.24312099e+00
  -1.89533606e-01  -9.76291793e-01   7.24762256e-01   4.44089210e-16
   4.44089210e-16   6.51459727e-01   1.79202704e+00   8.37758041e-01
   6.51459727e-01   2.02353542e+00   7.63253617e-01   1.70879324e+00
   7.25384744e-01]","[[ 0.95947781 -0.09188878  0.26638089 -0.92296672]
 [ 0.28007773  0.20710729 -0.93737028 -0.1629182 ]
 [ 0.03096439  0.97399334  0.22445085  0.03545697]
 [ 0.          0.          0.          1.        ]]","[[ 0.25471987 -0.3027451  -0.91840252 -0.790096  ]
 [-0.96494286 -0.01743592 -0.26188025 -0.1867279 ]
 [ 0.06326977  0.95291206 -0.296573    0.10168345]
 [ 0.          0.          0.          1.        ]]",9,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist']",optimal2
9,10,"[  1.14208522e-01  -1.50748229e+00   2.11457730e-01   3.67132735e-01
   3.27908161e-01  -1.24576636e+00  -2.29675864e+00   2.22044605e-16
   2.22044605e-16   1.51145318e+00   1.47038194e+00   7.78671146e-01
   1.51145318e+00   1.70173693e+00   6.04486605e-01   1.68124294e-02
   4.99627769e-02]","[[-0.72777105  0.26883703 -0.6309326  -0.91375041]
 [ 0.66846433  0.48371738 -0.56495392 -0.19101116]
 [ 0.15331253 -0.83291305 -0.53174347  0.2520926 ]
 [ 0.          0.          0.          1.        ]]","[[-0.68614007  0.40559812 -0.6039056  -0.87104286]
 [ 0.7250551   0.44886279 -0.52231915 -0.10371545]
 [ 0.05921909 -0.79624893 -0.60206373  0.31141309]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",optimal0
9,10,"[  1.14829419e-01  -1.50859544e+00   2.10499876e-01   1.19224396e-01
   4.30858831e-01  -1.00238528e+00  -2.19843181e+00   2.22044605e-16
   2.22044605e-16   6.52160975e-02   1.33456329e-02   3.99305426e-02
   6.52160975e-02   1.57671749e+00   8.37758041e-01   1.11900831e+00
   8.37758041e-01]","[[-0.29981039  0.55031939 -0.77927036 -0.92887241]
 [ 0.95031232  0.10053784 -0.29461609 -0.20921412]
 [-0.08378679 -0.82887919 -0.55311759  0.18289199]
 [ 0.          0.          0.          1.        ]]","[[-0.60128192  0.52583789 -0.6016266  -0.88074999]
 [ 0.78635388  0.25579578 -0.56233095 -0.1235869 ]
 [-0.14180137 -0.81121085 -0.56730004  0.24013831]
 [ 0.          0.          0.          1.        ]]",3,"['finger_2_dist', 'finger_3_dist']",extreme1
9,10,"[  1.14354615e-01  -1.50802529e+00   2.11092834e-01   2.52254618e-01
   7.26822237e-01  -9.89180395e-01  -2.55516197e+00  -2.22044605e-16
  -2.22044605e-16   1.50400242e+00   1.47937107e+00   8.37758041e-01
   1.50400242e+00   1.58337497e+00   7.50124787e-01   1.67203906e-02
   4.98421038e-02]","[[-0.8135762  -0.40961907  0.41268146 -1.00328708]
 [ 0.56787695 -0.71225282  0.4125672  -0.29900652]
 [ 0.12493814  0.57000714  0.81208517  0.10993761]
 [ 0.          0.          0.          1.        ]]","[[-0.7585303   0.16611368 -0.63010953 -0.87948888]
 [ 0.65054218  0.24908573 -0.71746162 -0.12362747]
 [ 0.0377711  -0.95412921 -0.29700303  0.29606903]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",extreme1
9,12,"[ 0.60858862 -1.86847005  1.09350467  1.29859996 -1.37995014 -1.06951671
 -1.04542897  0.          0.          0.0087656   2.22046787  0.83775804
  0.0087656   1.75843286  0.58710967  1.8268484   0.61055299]","[[-0.29805735  0.43552031  0.84940207 -0.95269269]
 [ 0.58761421 -0.61754077  0.52283165 -0.17028819]
 [ 0.75224421  0.65495454 -0.07185536  0.01330414]
 [ 0.          0.          0.          1.        ]]","[[ 0.80870618  0.25993437 -0.52766318 -0.75934862]
 [ 0.56319422 -0.60101278  0.56709428 -0.12459386]
 [-0.16972502 -0.7557895  -0.63243628  0.09172296]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_1_med', 'finger_1_dist']",extreme1
9,10,"[  1.14318092e-01  -1.50805244e+00   2.11047221e-01   2.52084176e-01
   7.16384842e-01  -9.80798850e-01  -2.55834706e+00   2.22044605e-16
   2.22044605e-16   1.50268758e+00   1.48148797e+00   8.37758041e-01
   1.50268758e+00   1.62344255e+00   5.90643963e-01   1.61374779e-02
   4.99995925e-02]","[[-0.88961609  0.39269735 -0.23317804 -0.94845569]
 [ 0.454872    0.80759985 -0.37533177 -0.25590187]
 [ 0.04092276 -0.43996735 -0.89708086  0.26831284]
 [ 0.          0.          0.          1.        ]]","[[-0.75252295  0.16119157 -0.63853465 -0.88000753]
 [ 0.65668579  0.25687713 -0.70906834 -0.12310857]
 [ 0.04972911 -0.95290682 -0.29915815  0.29586765]
 [ 0.          0.          0.          1.        ]]",4,"['finger_1_dist', 'finger_2_dist']",extreme0
9,12,"[  6.08552093e-01  -1.86784560e+00   1.09254681e+00   1.29877040e+00
  -1.37188488e+00  -1.07805639e+00  -2.96521671e-01   2.22044605e-16
   2.22044605e-16   1.00804452e-02   2.33005546e+00   7.76832415e-01
   1.00804452e-02   2.28655176e+00   7.63738355e-01   1.82724723e+00
   6.10775926e-01]","[[ 0.42788829  0.55819979  0.71086187 -0.85443258]
 [ 0.86407167 -0.48334357 -0.14056721 -0.08383691]
 [ 0.26512593  0.67438267 -0.68914168  0.03960909]
 [ 0.          0.          0.          1.        ]]","[[ 0.77041063 -0.35868908 -0.52707648 -0.75930871]
 [-0.00297893 -0.82874058  0.55962504 -0.12515803]
 [-0.63754105 -0.42957095 -0.63953906  0.09201115]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist']",extreme0
9,10,"[ 0.11482942 -1.50859544  0.21031743  0.11530422  0.43046347 -0.99756194
 -2.23244036  0.          0.          0.06425188  0.01402058  0.04023734
  0.06425188  1.58101264  0.83775804  1.12063432  0.83775804]","[[-0.24352128  0.54930793 -0.7993486  -0.95617414]
 [ 0.96979066  0.12578452 -0.20900797 -0.2163007 ]
 [-0.01426406 -0.82609869 -0.56334491  0.16156568]
 [ 0.          0.          0.          1.        ]]","[[-0.61717447  0.50564532 -0.602842   -0.88082816]
 [ 0.77853172  0.28148335 -0.56094161 -0.1237604 ]
 [-0.11394751 -0.81553046 -0.56738526  0.23897205]
 [ 0.          0.          0.          1.        ]]",3,"['finger_2_dist', 'finger_3_dist']",extreme0
9,12,"[  6.08442523e-01  -1.87094071e+00   1.09665190e+00   1.24729682e+00
  -1.70793737e-01  -9.01095106e-01   6.05167236e-01   2.22044605e-16
   2.22044605e-16   6.49969574e-01   1.79214975e+00   8.37758041e-01
   6.49969574e-01   1.57417108e+00   8.37758041e-01   1.78782393e+00
   6.67281643e-01]","[[ 0.95947782 -0.09188873  0.26638088 -0.93142951]
 [ 0.23465768 -0.26282051 -0.93587454 -0.13262087]
 [ 0.15600668  0.96045918 -0.23060805  0.07534422]
 [ 0.          0.          0.          1.        ]]","[[ 0.23297197 -0.21997915 -0.94727675 -0.7913167 ]
 [-0.9709496  -0.10730361 -0.21387571 -0.18278451]
 [-0.05459802  0.96958502 -0.2385874   0.10571307]
 [ 0.          0.          0.          1.        ]]",9,"['palm contact', 'finger_2_prox', 'finger_2_med']",optimal1
9,10,"[  1.16363400e-01  -1.50954570e+00   2.10454264e-01  -1.17008646e-01
  -2.09538613e-02  -1.25003620e+00  -1.39291209e+00   4.44089210e-16
   4.44089210e-16   5.71517414e-02   3.39316550e-02   1.81991481e-02
   5.71517414e-02   1.40340834e+00   4.75853112e-01   2.18260922e+00
   8.37758041e-01]","[[ 0.98555346  0.16923899 -0.00652185 -0.89797086]
 [-0.03803548  0.18364483 -0.98225652 -0.05019012]
 [-0.1650384   0.96831438  0.18742889  0.03145216]
 [ 0.          0.          0.          1.        ]]","[[ 0.04449699  0.9703431  -0.23760109 -0.85090507]
 [ 0.97197697 -0.09700404 -0.21412844 -0.11794629]
 [-0.23082632 -0.22141472 -0.94746754  0.14685005]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_3_med']",optimal0
9,10,"[  1.15632933e-01  -1.50930134e+00   2.10226204e-01  -1.06356001e-01
  -6.34150821e-02  -1.26150152e+00  -1.33414203e+00   2.22044605e-16
   2.22044605e-16   5.55739325e-02   3.39316550e-02   1.81991481e-02
   5.55739325e-02   1.40310155e+00   4.76159908e-01   2.18263990e+00
   8.37758041e-01]","[[ 0.96913889  0.23470974 -0.07537339 -0.89071226]
 [-0.12836545  0.21945048 -0.96714208 -0.03121097]
 [-0.21045694  0.94697034  0.24280662  0.02637232]
 [ 0.          0.          0.          1.        ]]","[[ 0.09928359  0.96507476 -0.24243243 -0.85198237]
 [ 0.97414972 -0.14395171 -0.17409832 -0.11435211]
 [-0.20291645 -0.21888038 -0.95441935  0.14973642]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_3_med']",extreme0
