obj,sub,JointAngles,ObjTransformation,HandTransformation,grasp,ContactLinkNames,type
22,14,"[ -6.17975117e-02  -1.63527782e+00  -5.15416815e-03   5.65101478e-01
   1.15744385e+00  -7.28561803e-01  -2.63633041e+00   2.22044605e-16
   2.22044605e-16   5.04811163e-01   1.30096911e+00   8.37758041e-01
   5.04811163e-01   1.38092018e+00   8.37758041e-01   1.15925996e+00
   5.22621119e-01]","[[-0.60287349 -0.48489525  0.63357727 -0.97177935]
 [ 0.78581541 -0.49821729  0.36643373 -0.11204725]
 [ 0.13797717  0.71878796  0.68140015  0.25644678]
 [ 0.          0.          0.          1.        ]]","[[-0.54822918 -0.16961913 -0.81894695 -0.88413402]
 [ 0.82694815  0.03630509 -0.5611049   0.01713452]
 [ 0.12490607 -0.98484074  0.12036271  0.3071988 ]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_med', 'finger_2_med', 'finger_2_dist', 'finger_3_dist']",optimal0
6,7,"[  9.52602069e-01  -1.83648723e+00   1.51003443e+00   1.39217279e+00
  -2.75143966e+00   6.47592920e-02   1.02970901e+00   2.22044605e-16
   2.22044605e-16   5.28040015e-01   1.72916450e+00   5.76519067e-01
   5.28040015e-01   1.52496098e+00   5.08189427e-01   9.69567897e-01
   7.21590699e-01]","[[ 0.00182972 -0.95515745  0.29609272 -0.80728018]
 [-0.01035891  0.29605922  0.95511341 -0.30052447]
 [-0.99994467 -0.00481479 -0.00935268  0.03971947]
 [ 0.          0.          0.          1.        ]]","[[ 0.13127701 -0.33300998 -0.93374017 -0.69148783]
 [ 0.39032884 -0.84844572  0.35746785 -0.2998925 ]
 [-0.91126821 -0.41139302  0.01860198  0.03654212]
 [ 0.          0.          0.          1.        ]]",10,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
6,7,"[  6.68012110e-01  -1.39008524e+00   1.70324732e+00   1.10838634e+00
  -1.77483159e+00  -1.38928054e+00  -3.08234586e-01   2.22044605e-16
   2.22044605e-16   9.55450891e-03   1.30741183e+00   4.35795761e-01
   9.55450891e-03   1.28992444e+00   4.29786647e-01   1.26722153e+00
   4.23577092e-01]","[[ 0.99744771  0.00660791 -0.07109438 -0.86734205]
 [-0.07087581 -0.02889291 -0.99706661 -0.16385669]
 [-0.00864265  0.99956067 -0.02835082 -0.1238245 ]
 [ 0.          0.          0.          1.        ]]","[[ 0.98306607 -0.1196237  -0.13882104 -0.75316248]
 [-0.1144513  -0.99242308  0.04469154 -0.21452673]
 [-0.14311537 -0.02804648 -0.98930854  0.21866529]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
6,8,"[  4.18521092e-01  -1.29755770e+00   2.10518121e+00   9.98877156e-01
   1.13443414e+00   1.28134838e+00   6.71437672e-01   2.22044605e-16
   2.22044605e-16   9.37919682e-03   1.31422270e+00   8.37758041e-01
   9.37919682e-03   1.33796872e+00   8.37758041e-01   1.30379163e+00
   5.88019833e-01]","[[ 0.47535807  0.0410218  -0.87883555 -0.81068766]
 [-0.87394824  0.13696255 -0.46632149 -0.04480812]
 [ 0.10123821  0.98972646  0.10095718 -0.10213618]
 [ 0.          0.          0.          1.        ]]","[[-0.42831811  0.90169617 -0.059056   -0.7932945 ]
 [ 0.90249579  0.4235963  -0.07789436 -0.09891451]
 [-0.04522114 -0.08666136 -0.99521096  0.19489692]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
6,7,"[  9.58591899e-01  -1.83431522e+00   1.50638546e+00   1.34709080e+00
  -2.75175595e+00   6.64988579e-02   1.03330508e+00   2.22044605e-16
   2.22044605e-16   5.27777047e-01   1.72925654e+00   5.76541566e-01
   5.27777047e-01   1.52496098e+00   5.08173065e-01   9.69567897e-01
   7.21607061e-01]","[[-0.02049896 -0.97606311  0.2165193  -0.77459949]
 [-0.10664461  0.21746393  0.97022491 -0.32541579]
 [-0.99408587 -0.00320201 -0.10854965  0.04474974]
 [ 0.          0.          0.          1.        ]]","[[ 0.11625969 -0.28586079 -0.95119256 -0.69415682]
 [ 0.39018007 -0.86754873  0.30841323 -0.31997896]
 [-0.91336915 -0.4069924   0.01067624  0.0349664 ]
 [ 0.          0.          0.          1.        ]]",10,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme1
6,8,"[  4.21662100e-01  -1.28995567e+00   2.10171469e+00   1.05222560e+00
   1.12605260e+00   1.22678927e+00   1.71244861e+00   2.22044605e-16
   2.22044605e-16   1.46604735e+00   1.47090350e+00   8.37758041e-01
   1.46604735e+00   1.64614546e+00   8.37758041e-01   5.43243956e-01
   8.37758041e-01]","[[ 0.76439602  0.34553964 -0.54433545 -0.8689037 ]
 [-0.53680878 -0.12654963 -0.83415917 -0.024096  ]
 [-0.35712051  0.929832    0.08875468 -0.06407276]
 [ 0.          0.          0.          1.        ]]","[[ 0.59554653  0.79883034 -0.08481991 -0.78811065]
 [ 0.79877875 -0.60008123 -0.0430699  -0.08611077]
 [-0.08530438 -0.04210221 -0.995465    0.19295618]
 [ 0.          0.          0.          1.        ]]",5,"['palm contact', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
6,8,"[  7.60708377e-01  -1.87666938e+00   1.45110359e+00   1.52239071e+00
   8.79271462e-02  -2.21873716e-01   2.17510873e-01   2.22044605e-16
   2.22044605e-16   1.45246067e+00   1.10762617e+00   8.37758041e-01
   1.45246067e+00   1.55613147e+00   6.17768834e-01   1.59675128e+00
   7.85606785e-01]","[[ 0.52052458  0.10704724  0.84710982 -0.88940537]
 [ 0.85384506 -0.06332407 -0.51666108 -0.10453513]
 [-0.00166471  0.99223533 -0.12436349 -0.10971136]
 [ 0.          0.          0.          1.        ]]","[[-0.48996955  0.03029718 -0.8712129  -0.71658734]
 [-0.87142546 -0.04384822  0.48856423 -0.13356451]
 [-0.02339902  0.9985787   0.04788603  0.04434344]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal1
6,8,"[  7.64324189e-01  -1.76768887e+00   1.65562828e+00   1.32118356e+00
   7.34729355e-01   4.53710400e-01  -2.12599668e+00   2.22044605e-16
   2.22044605e-16   1.48138716e-02   7.26309223e-01   8.16081870e-01
   1.48138716e-02   9.60149255e-01   4.09634230e-01   1.01705994e+00
   4.33079592e-01]","[[ 0.80158764 -0.19566794  0.56495249 -0.84118044]
 [ 0.58720236  0.07988836 -0.8054882  -0.08495478]
 [ 0.11247509  0.97741082  0.1789342  -0.15141073]
 [ 0.          0.          0.          1.        ]]","[[ 0.26798713 -0.81096244 -0.52011809 -0.72382239]
 [-0.23778034 -0.57883856  0.78000412 -0.16917951]
 [-0.93361845 -0.08535721 -0.34795221  0.00753185]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
6,8,"[ 0.77897005 -1.81797086  1.74055802  1.33942089  0.56757289  0.17680315
 -1.97876329  0.          0.          0.01200888  1.19681181  0.40474594
  0.01200888  1.27286658  0.65968742  1.31204445  0.51994586]","[[ 0.70492656 -0.21262635 -0.67665987 -0.82196766]
 [-0.68625102  0.03666638 -0.72644002 -0.00733349]
 [ 0.17927096  0.9764454  -0.12006795 -0.16645807]
 [ 0.          0.          0.          1.        ]]","[[ 0.25643836 -0.68034808 -0.68656089 -0.71499422]
 [-0.12664198 -0.72784008  0.6739515  -0.17229233]
 [-0.95822814 -0.08587959 -0.27280674 -0.04599802]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",extreme1
6,7,"[  9.34961290e-01  -1.75006845e+00   1.36667558e+00   1.24354709e+00
  -2.82545028e+00   7.55129718e-02   1.44931902e+00   2.22044605e-16
   2.22044605e-16   1.46385595e-02   1.24620599e+00   4.15320185e-01
   1.46385595e-02   1.18935666e+00   3.96738564e-01   1.37613416e+00
   4.98005840e-01]","[[-0.07786493 -0.98740518  0.13772456 -0.84123731]
 [ 0.17650344  0.12230867  0.97667145 -0.35961962]
 [-0.98121536  0.10035732  0.16475686  0.19383216]
 [ 0.          0.          0.          1.        ]]","[[-0.12380082 -0.20394902 -0.97112211 -0.71552703]
 [ 0.07869777 -0.97758617  0.19527399 -0.35998156]
 [-0.98918149 -0.05225007  0.13707631  0.13411106]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
6,8,"[  7.85690350e-01  -1.93352170e+00   1.55081166e+00   1.43239717e+00
  -7.01361319e-02  -1.54188791e-02  -1.17570945e+00   2.22044605e-16
   2.22044605e-16   1.42002793e-02   1.01396130e+00   3.54300475e-01
   1.42002793e-02   9.87085957e-01   3.50888901e-01   1.00880713e+00
   4.10521893e-01]","[[ 0.30190605  0.02475898  0.95301612 -0.87517583]
 [ 0.95333373 -0.004964   -0.30187771 -0.1178757 ]
 [-0.00274341  0.99968112 -0.02510224 -0.09239177]
 [ 0.          0.          0.          1.        ]]","[[ 0.05139143 -0.59137458 -0.80475774 -0.70783168]
 [ 0.00761258 -0.80556719  0.59245553 -0.14927311]
 [-0.99864957 -0.03657342 -0.03689736 -0.03559031]
 [ 0.          0.          0.          1.        ]]",2,"['palm contact', 'finger_1_med', 'finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
6,7,"[ 0.93496129 -1.75055716  1.36740537  1.24644461 -2.75966307  0.00956761
  1.4877456   0.          0.          0.01490153  1.24626735  0.41524246
  0.01490153  1.18935666  0.39673856  1.37610349  0.49802016]","[[ 0.35825805  0.90197543  0.24102178 -1.02860856]
 [-0.04853193 -0.23981674  0.96960434 -0.30242801]
 [ 0.93236035 -0.35906581 -0.04214167  0.14502995]
 [ 0.          0.          0.          1.        ]]","[[-0.14380528 -0.25639939 -0.95581347 -0.71447292]
 [-0.02329738 -0.9647077   0.26229046 -0.35503607]
 [-0.98933173  0.0599867   0.13275662  0.13351338]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
6,8,"[  7.54061127e-01  -1.82513849e+00   1.36726853e+00   1.59636267e+00
   9.64668331e-02  -2.12068890e-01   2.04873255e-01   2.22044605e-16
   2.22044605e-16   1.42870588e+00   5.54257938e-01   8.37758041e-01
   1.42870588e+00   1.55613147e+00   6.03418955e-01   1.59687400e+00
   7.87234850e-01]","[[ 0.55003532  0.05733702  0.83317082 -0.86917973]
 [ 0.82648289 -0.18065679 -0.53318773 -0.0706417 ]
 [ 0.11994657  0.98187351 -0.14675569 -0.02564362]
 [ 0.          0.          0.          1.        ]]","[[-0.54504241  0.14248527 -0.82621227 -0.70875093]
 [-0.83837349 -0.08362258  0.53864381 -0.12183765]
 [ 0.00765881  0.98625819  0.16503372  0.11582389]
 [ 0.          0.          0.          1.        ]]",3,"['palm contact', 'finger_1_prox', 'finger_1_med', 'finger_2_prox', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",optimal0
6,7,"[ 0.80329461 -1.64991173  1.89262879  1.24576284 -0.67226313  0.04601942
 -1.04162741  0.          0.          0.01411262  1.341006    0.44701836
  0.01411262  1.376533    0.45972791  1.1864421   0.39603702]","[[ 0.93724651 -0.00178531 -0.34866287 -0.95992494]
 [-0.34856031 -0.02958502 -0.93681932 -0.11815396]
 [-0.00864268  0.99956067 -0.02835075 -0.12125303]
 [ 0.          0.          0.          1.        ]]","[[ 0.32038454 -0.43269562 -0.84269107 -0.73661195]
 [-0.02620853 -0.89329149  0.44871308 -0.25386459]
 [-0.94692495 -0.12167504 -0.2975371   0.01443803]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
6,7,"[  8.02491092e-01  -1.83811624e+00   1.85659522e+00   1.13131083e+00
  -1.26450622e+00   4.71106058e-01  -2.68472324e-01   2.22044605e-16
   2.22044605e-16   1.37619991e-02   1.34091397e+00   4.46946778e-01
   1.37619991e-02   1.37647164e+00   4.59560191e-01   1.18604327e+00
   3.96304959e-01]","[[ 0.94032456  0.06123811 -0.3347232  -0.9339    ]
 [-0.32208454 -0.15716874 -0.93357353 -0.13339999]
 [-0.1097783   0.98567128 -0.12806578 -0.13779999]
 [ 0.          0.          0.          1.        ]]","[[-0.03894866 -0.46048399 -0.88681311 -0.72443998]
 [ 0.13808733 -0.88145187  0.45163536 -0.25695234]
 [-0.98965392 -0.10486706  0.09791837 -0.0787307 ]
 [ 0.          0.          0.          1.        ]]",6,"['finger_2_dist', 'finger_3_dist']",extreme1
6,7,"[ 0.66801211 -1.3904382   1.70374905  1.10915333 -1.76170577 -1.38216413
 -0.29621344  0.          0.          0.00911623  1.30731979  0.43582235
  0.00911623  1.28989376  0.42981733  1.26706813  0.42373049]","[[  9.82295260e-01   9.86851080e-02  -1.59239666e-01  -8.28700006e-01]
 [ -1.58522272e-01  -1.51191383e-02  -9.87239637e-01  -1.71299994e-01]
 [ -9.98334167e-02   9.95003850e-01   7.92329658e-04  -1.41800001e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[ 0.97973894 -0.13295633 -0.14978061 -0.75379124]
 [-0.12901793 -0.99099743  0.03575553 -0.21489646]
 [-0.15318613 -0.0157067  -0.98807252  0.21829042]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme1
6,7,"[  9.20278903e-01  -1.83594423e+00   1.49370530e+00   1.28649855e+00
  -2.67126149e+00  -2.38083307e-01   5.03141589e-01   4.44089210e-16
   4.44089210e-16   7.43673886e-01   1.22546657e+00   4.08587032e-01
   7.43673886e-01   1.28817571e+00   4.29882776e-01   1.24829221e+00
   4.16146489e-01]","[[  8.19992712e-01  -1.96023458e-01  -5.37760873e-01  -8.77674997e-01]
 [ -5.72373779e-01  -2.80073420e-01  -7.70679659e-01  -8.26665834e-02]
 [  4.58765378e-04   9.39751926e-01  -3.41856850e-01  -9.56445485e-02]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[ 0.45375005 -0.32439618 -0.82998675 -0.70373149]
 [ 0.62300514 -0.55046841  0.55574196 -0.29855138]
 [-0.63716206 -0.76925395 -0.04767458  0.02944999]
 [ 0.          0.          0.          1.        ]]",8,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",optimal0
6,8,"[  7.23819792e-01  -1.82836935e+00   1.38327838e+00   1.48080279e+00
   1.26751093e-01  -1.89059179e-01   2.56862155e-01   2.22044605e-16
   2.22044605e-16   1.44912974e+00   1.56156176e+00   8.37758041e-01
   1.44912974e+00   1.52078855e+00   8.37758041e-01   1.19770152e+00
   8.37758041e-01]","[[ 0.88897355  0.11497852 -0.44328993 -0.9166224 ]
 [-0.44763506  0.01379202 -0.89410997 -0.0073515 ]
 [-0.09668958  0.99327223  0.06372916 -0.05144951]
 [ 0.          0.          0.          1.        ]]","[[-0.48848165  0.14885734 -0.85978321 -0.73524473]
 [-0.86895735  0.00663423  0.4948425  -0.1290847 ]
 [ 0.07936494  0.98883643  0.12610998  0.09642359]
 [ 0.          0.          0.          1.        ]]",4,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",optimal0
6,8,"[ 0.78094231 -1.88125775  1.46337325  1.46682652 -0.07606647 -0.01929337
 -1.1787918   0.          0.          0.02235229  1.05476519  0.62237078
  0.02235229  1.03282926  0.47587152  0.92480634  0.3315362 ]","[[ 0.63521177 -0.05252512  0.77054988 -0.88819414]
 [ 0.76439155 -0.09999358 -0.63695121 -0.09319198]
 [ 0.11050598  0.99360072 -0.02336734 -0.11275395]
 [ 0.          0.          0.          1.        ]]","[[-0.04650427 -0.59741765 -0.80058073 -0.71626226]
 [ 0.04200132 -0.80190848  0.59596869 -0.15240179]
 [-0.99803469 -0.00591035  0.0623845   0.03311354]
 [ 0.          0.          0.          1.        ]]",2,"['finger_1_med', 'finger_1_dist', 'finger_2_med', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
6,8,"[  7.54207221e-01  -1.71925309e+00   1.58693644e+00   1.34069921e+00
   6.00308358e-01   3.12647424e-01  -2.26429127e+00   2.22044605e-16
   2.22044605e-16   1.48138716e-02   1.40024834e+00   6.89614358e-01
   1.48138716e-02   1.35950581e+00   6.45370261e-01   5.69198911e-01
   3.78040361e-01]","[[ 0.73841766 -0.36634342  0.56615533 -0.87119567]
 [ 0.61047822  0.00652222 -0.79200619 -0.09472853]
 [ 0.28645367  0.93045685  0.2284608  -0.13434477]
 [ 0.          0.          0.          1.        ]]","[[ 0.31613703 -0.70947879 -0.62983905 -0.73831483]
 [ 0.03383292 -0.6550341   0.75484148 -0.16446029]
 [-0.94811007 -0.25994264 -0.18307679  0.07184594]
 [ 0.          0.          0.          1.        ]]",9,"['finger_1_dist', 'finger_2_dist', 'finger_3_med', 'finger_3_dist']",extreme0
6,7,"[ 0.66804863 -1.39024815  1.70361222  1.10915333 -1.78526898 -1.45459333
 -0.2988848   0.          0.          0.00885326  1.30728911  0.4358203
  0.00885326  1.28992444  0.42978665  1.26700677  0.4239882 ]","[[  9.88771078e-01  -8.84212277e-03  -1.49176311e-01  -7.92200029e-01]
 [ -1.49438130e-01  -5.85046945e-02  -9.87038726e-01  -1.70100003e-01]
 [  3.11106324e-09   9.98247974e-01  -5.91691001e-02  -1.36199996e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[ 0.9890781  -0.12691104 -0.07495393 -0.74927772]
 [-0.12520183 -0.99176118  0.02709727 -0.21542376]
 [-0.07777535 -0.01741695 -0.99681876  0.21794149]
 [ 0.          0.          0.          1.        ]]",7,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
6,7,"[  8.03075466e-01  -1.60972957e+00   1.82840694e+00   1.24763771e+00
  -7.03338098e-01   2.00050072e-02  -1.03936702e+00   2.22044605e-16
   2.22044605e-16   1.41126232e-02   1.34100600e+00   4.46969277e-01
   1.41126232e-02   1.37653300e+00   4.59695181e-01   1.18604327e+00
   3.96419496e-01]","[[  9.39372711e-01  -6.11201884e-02  -3.37406627e-01  -9.40299988e-01]
 [ -3.42897812e-01  -1.67439463e-01  -9.24329550e-01  -1.05200000e-01]
 [  1.18701578e-08   9.83985950e-01  -1.78246041e-01  -1.37799993e-01]
 [  0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00000000e+00]]","[[ 0.27267031 -0.41201711 -0.86942096 -0.74669272]
 [ 0.01013128 -0.90238326  0.43081529 -0.25482756]
 [-0.96205419 -0.12627889 -0.24187886  0.06447232]
 [ 0.          0.          0.          1.        ]]",6,"['finger_1_dist', 'finger_2_dist', 'finger_3_dist']",extreme0
6,8,"[ 0.78382766 -1.9490787   1.56353743  1.4377661  -0.06760585 -0.01352117
 -1.17683965  0.          0.          0.01314841  0.79190224  0.83775804
  0.01314841  1.12361025  0.57104991  1.33060562  0.62711384]","[[ 0.75938578  0.01875244 -0.65037034 -0.84454411]
 [-0.64879359 -0.05344065 -0.75908562  0.02106479]
 [-0.04899092  0.99839493 -0.02841561 -0.12091491]
 [ 0.          0.          0.          1.        ]]","[[ 0.06797955 -0.6012776  -0.79614322 -0.70340783]
 [ 0.01017841 -0.7975297   0.60319381 -0.14243527]
 [-0.99763479 -0.04910831 -0.04809566 -0.04891404]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",extreme1
6,8,"[  8.02491092e-01  -1.88780092e+00   1.49489121e+00   1.55017281e+00
  -6.30987974e-02  -1.09118221e-02  -1.17817533e+00   2.22044605e-16
   2.22044605e-16   1.33237188e-02   1.32618775e+00   8.37758041e-01
   1.33237188e-02   1.27504483e+00   8.37758041e-01   1.30965144e+00
   5.09870670e-01]","[[ 0.75938578  0.01875244 -0.65037034 -0.83189738]
 [-0.64879359 -0.05344065 -0.75908562  0.02535162]
 [-0.04899092  0.99839493 -0.02841561 -0.04047468]
 [ 0.          0.          0.          1.        ]]","[[-0.05281244 -0.6550069  -0.75377504 -0.69449036]
 [ 0.03303967 -0.75556131  0.65424422 -0.1389839 ]
 [-0.99805773  0.00964776  0.06154425  0.02707975]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",optimal0
6,8,"[  7.92848927e-01  -1.89097748e+00   1.48827746e+00   1.50858488e+00
  -6.45220785e-02  -1.20188185e-02  -1.17683965e+00   2.22044605e-16
   2.22044605e-16   1.23595023e-02   1.19825375e+00   6.27224291e-01
   1.23595023e-02   1.19205647e+00   5.67022704e-01   1.32247552e+00
   6.37911024e-01]","[[ 0.75938578  0.01875244 -0.65037034 -0.84454411]
 [-0.64879359 -0.05344065 -0.75908562  0.02106479]
 [-0.04899092  0.99839493 -0.02841561 -0.12091491]
 [ 0.          0.          0.          1.        ]]","[[-0.04414162 -0.62993069 -0.77539593 -0.70399845]
 [ 0.03122852 -0.77664321  0.6291662  -0.14448553]
 [-0.99853708  0.00355795  0.05395409  0.02285214]
 [ 0.          0.          0.          1.        ]]",1,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",extreme0
6,8,"[ 0.80263719 -1.74515428  1.66630151  1.41790957  0.60948061  0.16810532
 -2.34196638  0.          0.          0.01560278  1.28900406  0.73740502
  0.01560278  1.27891046  0.83775804  1.35008717  0.50728131]","[[ 0.66157948 -0.39367793 -0.63822431 -0.78459996]
 [-0.7225588  -0.10704423 -0.68297168  0.00720226]
 [ 0.20055265  0.91299464 -0.35527372 -0.11419309]
 [ 0.          0.          0.          1.        ]]","[[ 0.3654054  -0.62146706 -0.6930062  -0.7153617 ]
 [ 0.11178776 -0.70980324  0.69547312 -0.17625119]
 [-0.92411168 -0.33159924 -0.18989353  0.03212545]
 [ 0.          0.          0.          1.        ]]",8,"['palm contact', 'finger_1_prox', 'finger_1_dist', 'finger_2_prox', 'finger_2_dist', 'finger_3_dist']",optimal0
